,lit_type,author,title,POS_word,count,proportion
7,Fanfiction,mirrorkill,Fly a Little Faster,VBP,749,0.022328215829482783
8,Fanfiction,mirrorkill,Fly a Little Faster,PRP$,914,0.027246981666418243
9,Fanfiction,mirrorkill,Fly a Little Faster,NN,4299,0.12815620807870026
10,Fanfiction,mirrorkill,Fly a Little Faster,POS,409,0.012192577135191533
11,Fanfiction,mirrorkill,Fly a Little Faster,PRP,3101,0.09244298703234462
12,Fanfiction,mirrorkill,Fly a Little Faster,EX,87,0.002593531077656879
13,Fanfiction,mirrorkill,Fly a Little Faster,WP,153,0.004561037412431063
14,Fanfiction,mirrorkill,Fly a Little Faster,WDT,129,0.0038455805634222684
15,Fanfiction,mirrorkill,Fly a Little Faster,VBZ,2741,0.0817111342972127
16,Fanfiction,mirrorkill,Fly a Little Faster,CC,1153,0.03437173945446415
17,Fanfiction,mirrorkill,Fly a Little Faster,VB,1453,0.04331495006707408
18,Fanfiction,mirrorkill,Fly a Little Faster,RP,313,0.009330749739156357
19,Fanfiction,mirrorkill,Fly a Little Faster,JJR,89,0.002653152481740945
20,Fanfiction,mirrorkill,Fly a Little Faster,VBN,371,0.011059770457594277
21,Fanfiction,mirrorkill,Fly a Little Faster,JJ,1705,0.05082724698166642
22,Fanfiction,mirrorkill,Fly a Little Faster,MD,495,0.01475629751080638
23,Fanfiction,mirrorkill,Fly a Little Faster,JJS,69,0.002056938440900283
24,Fanfiction,mirrorkill,Fly a Little Faster,IN,3312,0.09873304516321359
25,Fanfiction,mirrorkill,Fly a Little Faster,WP$,1,2.981070204203309e-05
26,Fanfiction,mirrorkill,Fly a Little Faster,FW,6,0.00017886421225219855
27,Fanfiction,mirrorkill,Fly a Little Faster,VBG,914,0.027246981666418243
28,Fanfiction,mirrorkill,Fly a Little Faster,NNPS,21,0.0006260247428826949
29,Fanfiction,mirrorkill,Fly a Little Faster,UH,113,0.003368609330749739
30,Fanfiction,mirrorkill,Fly a Little Faster,DT,2659,0.07926665672976599
31,Fanfiction,mirrorkill,Fly a Little Faster,VBD,524,0.015620807870025339
32,Fanfiction,mirrorkill,Fly a Little Faster,NNP,2616,0.07798479654195856
33,Fanfiction,mirrorkill,Fly a Little Faster,PDT,23,0.0006856461469667611
0,Fanfiction,blacklipscurse (bealeciphers),Blue,NNS,5604,0.028158540016883064
1,Fanfiction,blacklipscurse (bealeciphers),Blue,RBR,306,0.0015375648189090325
2,Fanfiction,blacklipscurse (bealeciphers),Blue,WRB,1149,0.005773405153354504
3,Fanfiction,blacklipscurse (bealeciphers),Blue,TO,5672,0.02850022108775174
4,Fanfiction,blacklipscurse (bealeciphers),Blue,RB,14063,0.07066266028862
5,Fanfiction,blacklipscurse (bealeciphers),Blue,RBS,24,0.00012059331913012019
6,Fanfiction,blacklipscurse (bealeciphers),Blue,CD,966,0.0048538810949873374
7,Fanfiction,blacklipscurse (bealeciphers),Blue,PRP$,7468,0.03752462113598907
8,Fanfiction,blacklipscurse (bealeciphers),Blue,VBP,2861,0.014375728584636411
9,Fanfiction,blacklipscurse (bealeciphers),Blue,NN,27296,0.13715480162399002
10,Fanfiction,blacklipscurse (bealeciphers),Blue,POS,2101,0.010556940145515939
11,Fanfiction,blacklipscurse (bealeciphers),Blue,PRP,17537,0.0881185432327049
12,Fanfiction,blacklipscurse (bealeciphers),Blue,EX,385,0.0019345178277123448
13,Fanfiction,blacklipscurse (bealeciphers),Blue,WP,1027,0.00516038911444306
14,Fanfiction,blacklipscurse (bealeciphers),Blue,SYM,3,1.5074164891265023e-05
15,Fanfiction,blacklipscurse (bealeciphers),Blue,WDT,582,0.0029243879889054147
16,Fanfiction,blacklipscurse (bealeciphers),Blue,CC,5918,0.02973630260883547
17,Fanfiction,blacklipscurse (bealeciphers),Blue,VBZ,1675,0.008416408730956304
18,Fanfiction,blacklipscurse (bealeciphers),Blue,VB,8120,0.040800739639023996
19,Fanfiction,blacklipscurse (bealeciphers),Blue,RP,1857,0.00933090806769305
20,Fanfiction,blacklipscurse (bealeciphers),Blue,JJR,532,0.0026731519073843308
21,Fanfiction,blacklipscurse (bealeciphers),Blue,JJ,9125,0.04585058487759778
22,Fanfiction,blacklipscurse (bealeciphers),Blue,VBN,3512,0.017646822366040923
23,Fanfiction,blacklipscurse (bealeciphers),Blue,MD,2802,0.014079270008441532
24,Fanfiction,blacklipscurse (bealeciphers),Blue,JJS,268,0.0013466253969530088
25,Fanfiction,blacklipscurse (bealeciphers),Blue,IN,21214,0.10659444466776541
26,Fanfiction,blacklipscurse (bealeciphers),Blue,WP$,6,3.0148329782530047e-05
27,Fanfiction,blacklipscurse (bealeciphers),Blue,FW,35,0.00017586525706475862
28,Fanfiction,blacklipscurse (bealeciphers),Blue,VBG,6834,0.034338947622301726
29,Fanfiction,blacklipscurse (bealeciphers),Blue,NNPS,10,5.024721630421675e-05
30,Fanfiction,blacklipscurse (bealeciphers),Blue,UH,344,0.001728504240865056
31,Fanfiction,blacklipscurse (bealeciphers),Blue,DT,16833,0.08458113920488805
32,Fanfiction,blacklipscurse (bealeciphers),Blue,VBD,19571,0.0983388270289826
33,Fanfiction,blacklipscurse (bealeciphers),Blue,NNP,13187,0.06626100414037063
34,Fanfiction,blacklipscurse (bealeciphers),Blue,PDT,129,0.000648189090324396
0,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NNS,4687,0.04185157735889491
1,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RBR,130,0.0011608075648936076
2,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,TO,3541,0.031618612209909726
3,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WRB,889,0.00793813788608013
4,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RB,7607,0.06792510112419747
5,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RBS,33,0.0002946665357037619
6,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,CD,635,0.005670098490057237
7,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBP,2416,0.02157316212909966
8,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,PRP$,3043,0.027171826307471135
9,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,POS,596,0.005321856220589154
10,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NN,12656,0.11300908108687305
11,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,PRP,9583,0.08556937611058031
12,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,EX,328,0.002928806779116179
13,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WP,791,0.0070630675679295655
14,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WDT,266,0.0023751908635515355
15,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBZ,4651,0.041530122956308986
16,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,CC,4714,0.04209266816083435
17,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VB,5811,0.05188809815074426
18,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RP,776,0.006929128233518765
19,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,JJR,315,0.002812726022626818
20,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,JJ,5319,0.04749488798206999
21,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBN,2311,0.020635586788224053
22,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,MD,1876,0.01675134609031083
23,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,JJS,140,0.0012501004545008082
24,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,IN,11433,0.10208856068791242
25,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WP$,1,8.929288960720058e-06
26,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,FW,15,0.00013393933441080086
27,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBG,3146,0.0280915430704253
28,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NNPS,73,0.0006518380941325642
29,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,UH,142,0.0012679590324222482
30,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,DT,9913,0.08851604146761793
31,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBD,5116,0.04568224232304382
32,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NNP,8919,0.0796403282406622
33,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,PDT,119,0.001062585386325687
