,lit_type,author,title,POS_all,count,proportion
0,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",'',493,0.00921753762737216
1,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",NNS,1097,0.020510423483219593
2,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",.,1971,0.03685145367860148
3,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",#,4,7.47873235486585e-05
4,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",RBR,53,0.000990932037019725
5,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",TO,848,0.0158549125923156
6,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",WRB,120,0.002243619706459755
7,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",``,455,0.008507058053659904
8,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",RB,1629,0.030457137515191177
9,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",RBS,22,0.0004113302795176218
10,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",CD,1359,0.025408993175656727
11,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",VBP,819,0.015312704496587828
12,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",PRP$,922,0.017238478077965785
13,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",NN,9887,0.18485556698139666
14,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",POS,73,0.0013648686547630177
15,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",PRP,1958,0.03660839487706834
16,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",EX,45,0.0008413573899224082
17,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",),177,0.003309339067028139
18,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",WP,76,0.0014209591474245115
19,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",WDT,205,0.0038328503318687483
20,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",CC,1954,0.03653360755351968
21,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",VBZ,1450,0.02711040478638871
22,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",:,1503,0.028101336823408433
23,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",VB,1515,0.02832569879405441
24,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",JJR,78,0.0014583528091988407
25,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",RP,69,0.001290081331214359
26,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",$,32,0.000598298588389268
27,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",JJ,3814,0.07130971300364589
28,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",VBN,587,0.010975039730765634
29,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",MD,253,0.00473029821445265
30,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",JJS,138,0.002580162662428718
31,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",",",4236,0.07919977563802935
32,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",IN,4121,0.07704964008600543
33,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",WP$,3,5.6090492661493876e-05
34,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",FW,79,0.0014770496400860055
35,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",VBG,129,0.0024118911844442366
36,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",NNPS,3,5.6090492661493876e-05
37,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",UH,2,3.739366177432925e-05
38,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",DT,3605,0.06740207534822848
39,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",VBD,1485,0.02776479386743947
40,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",NNP,5978,0.11176965504347013
41,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",(,177,0.003309339067028139
42,Book,"Morris, Richard, 1833-1894","
Sir Gawayne and the Green KnightAn Alliterative Romance-Poem (c. 1360 A.D.)
",PDT,61,0.0011405066841170422
0,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",NNS,524,0.022957283680175248
1,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",'',69,0.003023001095290252
2,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",.,1792,0.07851040525739321
3,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",RBR,52,0.0022782037239868565
4,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",TO,383,0.01677984665936473
5,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",WRB,125,0.00547645125958379
6,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",RB,966,0.042322015334063524
7,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",``,43,0.0018838992332968236
8,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",RBS,6,0.0002628696604600219
9,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",CD,193,0.008455640744797372
10,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",VBP,478,0.02094194961664841
11,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",PRP$,445,0.019496166484118293
12,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",NN,3334,0.14606790799561883
13,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",POS,142,0.006221248630887185
14,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",PRP,1171,0.05130339539978094
15,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",EX,46,0.0020153340635268345
16,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",),22,0.0009638554216867469
17,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",WP,223,0.00976998904709748
18,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",WDT,98,0.0042935377875136915
19,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",CC,835,0.03658269441401971
20,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",VBZ,522,0.022869660460021906
21,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",:,444,0.019452354874041622
22,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",VB,841,0.03684556407447974
23,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",RP,39,0.0017086527929901425
24,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",JJR,52,0.0022782037239868565
25,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",JJ,1352,0.05923329682365827
26,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",VBN,324,0.014194961664841183
27,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",MD,278,0.01217962760131435
28,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",JJS,57,0.002497261774370208
29,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",",",1593,0.06979189485213581
30,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",IN,1896,0.08306681270536692
31,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",WP$,16,0.0007009857612267251
32,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",FW,5,0.0002190580503833516
33,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",VBG,152,0.006659364731653889
34,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",NNPS,1,4.381161007667032e-05
35,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",UH,35,0.0015334063526834612
36,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",DT,1481,0.06488499452354873
37,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",VBD,620,0.027163198247535596
38,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",NNP,2108,0.09235487404162103
39,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",(,22,0.0009638554216867469
40,Book,"Sophocles, 495? BCE-406 BCE","
Oedipus King of ThebesTranslated into English Rhyming Verse with Explanatory Notes
",PDT,40,0.0017524644030668128
0,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",'',3483,0.03503847894975102
1,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",NNS,2725,0.027413107992555707
2,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",.,6059,0.06095266837684221
3,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",RBR,101,0.0010160454705497712
4,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",WRB,774,0.0077863286555002265
5,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",TO,2010,0.020220310849554852
6,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",``,2290,0.02303707056989085
7,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",RB,5703,0.05737135958955787
8,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",RBS,23,0.00023137669131331423
9,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",CD,509,0.005120466777325084
10,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",VBP,1565,0.015743674865449423
11,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",PRP$,1876,0.018872290126251193
12,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",NN,9725,0.09783210100095568
13,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",POS,918,0.009234947940244454
14,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",PRP,9850,0.09908958301896283
15,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",EX,368,0.0037020270610130276
16,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",),18,0.00018107741059302852
17,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",WP,446,0.004486695840249484
18,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",WDT,233,0.0023439464815653136
19,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",VBZ,1509,0.015180322921382224
20,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",CC,3946,0.039696192344449474
21,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",:,599,0.006025853830290227
22,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",VB,3905,0.03928373824254313
23,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",RP,640,0.00643830793219657
24,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",JJR,198,0.001991851516523314
25,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",JJ,5136,0.05166742115587747
26,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",VBN,1917,0.019284744228157537
27,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",MD,1496,0.015049544791509481
28,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",JJS,118,0.0011870630249987426
29,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",",",3140,0.03158794829233942
30,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",IN,8471,0.08521704139630804
31,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",WP$,13,0.0001307781298727428
32,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",FW,11,0.00011065841758462853
33,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",VBG,1435,0.014435893566721996
34,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",NNPS,5,5.02992807202857e-05
35,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",UH,85,0.0008550877722448569
36,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",DT,6511,0.06549972335395604
37,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",VBD,7828,0.0787485538956793
38,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",NNP,3658,0.03679895377496102
39,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",PDT,90,0.0009053870529651426
40,Book,"Burnett, Frances Hodgson, 1849-1924","
The Secret Garden
",(,18,0.00018107741059302852
0,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",NNS,10,0.0073152889539136795
1,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",'',33,0.024140453547915143
2,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",.,54,0.03950256035113387
3,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",TO,21,0.015362106803218726
4,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",WRB,11,0.008046817849305048
5,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",RB,52,0.038039502560351136
6,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",``,33,0.024140453547915143
7,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",CD,9,0.006583760058522311
8,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",PRP$,12,0.008778346744696415
9,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",VBP,7,0.005120702267739576
10,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",NN,123,0.08997805413313825
11,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",POS,2,0.001463057790782736
12,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",EX,4,0.002926115581565472
13,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",PRP,107,0.07827359180687637
14,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",),2,0.001463057790782736
15,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",WP,5,0.0036576444769568397
16,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",WDT,8,0.005852231163130944
17,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",VBZ,7,0.005120702267739576
18,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",CC,73,0.053401609363569864
19,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",:,16,0.011704462326261888
20,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",VB,57,0.04169714703730797
21,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",RP,18,0.013167520117044623
22,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",JJ,93,0.06803218727139722
23,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",VBN,5,0.0036576444769568397
24,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",MD,26,0.019019751280175568
25,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",",",118,0.08632040965618142
26,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",IN,96,0.07022677395757132
27,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",VBG,7,0.005120702267739576
28,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",UH,8,0.005852231163130944
29,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",DT,111,0.08119970738844184
30,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",VBD,111,0.08119970738844184
31,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",NNP,125,0.091441111923921
32,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",(,2,0.001463057790782736
33,Book,"Brooke, L. Leslie (Leonard Leslie), 1862-1940","
The Story of the Three Little Pigs
",PDT,1,0.000731528895391368
0,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",'',1354,0.015782357329354717
1,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",NNS,1957,0.022810984707198806
2,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",.,5340,0.06224356583364416
3,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",RBR,115,0.0013404513241327862
4,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",WRB,563,0.006562383439015293
5,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",TO,2217,0.025841570309585976
6,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",``,1344,0.015665796344647518
7,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",RB,5051,0.058874953375606116
8,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",RBS,21,0.00024477806788511747
9,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",CD,345,0.004021353972398359
10,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",VBP,1578,0.018393323386795973
11,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",PRP$,2472,0.028813875419619547
12,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",NN,8924,0.10401902275270422
13,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",POS,236,0.0027508392390898917
14,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",PRP,9808,0.11432301380082059
15,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",EX,196,0.0022845953002610967
16,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",),42,0.0004895561357702349
17,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",WP,414,0.00482562476687803
18,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",WDT,387,0.004510910108168594
19,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",VBZ,920,0.01072361059306229
20,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",CC,2899,0.03379102946661693
21,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",:,569,0.006632320029839612
22,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",VB,3602,0.04198526669153301
23,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",RP,297,0.0034618612458038045
24,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",JJR,136,0.0015852293920179037
25,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",VBN,1802,0.021004289444237226
26,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",JJ,4398,0.051263521074226034
27,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",MD,1428,0.01664490861618799
28,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",JJS,101,0.001177265945542708
29,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",",",2981,0.03474682954121596
30,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",IN,7947,0.09263101454681089
31,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",WP$,10,0.0001165609847071988
32,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",FW,6,6.993659082431928e-05
33,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",VBG,1012,0.01179597165236852
34,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",NNPS,18,0.00020980977247295784
35,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",UH,135,0.001573573293547184
36,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",DT,6106,0.07117213726221559
37,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",VBD,6756,0.07874860126818352
38,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",NNP,2173,0.025328701976874302
39,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",(,42,0.0004895561357702349
40,Book,"Maugham, W. Somerset (William Somerset), 1874-1965","
The Painted Veil
",PDT,90,0.0010490488623647893
0,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",NNS,1955,0.029121730322349996
1,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",'',1519,0.022627063099565036
2,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",.,4365,0.06502115235655127
3,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",RBR,68,0.0010129297503426087
4,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",TO,1311,0.01952868974557588
5,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",WRB,293,0.0043645355419174164
6,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",RBS,38,0.0005660489781326342
7,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",RB,2746,0.04090448668295299
8,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",``,1511,0.022507894893642376
9,Book,"Leblanc, Maurice, 1864-1941","
The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar
",CD,566,0.008431150569028184
