,lit_type,author,title,POS_all,count,proportion
9,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,RBS,20,0.0002801198913134822
10,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,CD,280,0.00392167847838875
11,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,VBP,1478,0.020700859968066334
12,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,PRP$,1681,0.023544076864898178
13,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,NN,7773,0.10886859575898485
14,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,POS,459,0.006428751505644416
15,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,PRP,5838,0.08176699627440545
16,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,EX,130,0.001820779293537634
17,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,),34,0.0004762038152329197
18,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,WP,397,0.005560379842572621
19,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,WDT,243,0.0034034566794588082
20,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,VBZ,3708,0.05193422784951959
21,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,CC,2128,0.029804756435754504
22,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,:,875,0.012255245244964845
23,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,VB,2458,0.03442673464242696
24,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,RP,667,0.00934199837530463
25,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,JJR,148,0.002072887195719768
26,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,$,1,1.4005994565674108e-05
27,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,JJ,3197,0.04477716462646013
28,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,VBN,821,0.011498921538418442
29,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,MD,745,0.01043446595142721
30,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,JJS,107,0.0014986414185271296
31,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,",",5095,0.07136054231210959
32,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,IN,6880,0.09636124261183787
33,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,WP$,10,0.0001400599456567411
34,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,FW,13,0.0001820779293537634
35,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,VBG,1791,0.025084736267122328
36,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,NNPS,19,0.00026611389674780807
37,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,UH,208,0.0029132468696602145
38,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,DT,5127,0.07180873413821115
39,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,VBD,1187,0.016625115549455168
40,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,NNP,2857,0.04001512647413093
41,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,(,34,0.0004762038152329197
42,Fanfiction,antistar_e (kaikamahine),Kiss a Boy in Tokyo Town,PDT,52,0.0007283117174150536
0,Fanfiction,BialyLis,I'd forgotten people are kind,NNS,3760,0.022271583000148084
1,Fanfiction,BialyLis,I'd forgotten people are kind,'',3170,0.018776839922997186
2,Fanfiction,BialyLis,I'd forgotten people are kind,.,10605,0.06281652598844958
3,Fanfiction,BialyLis,I'd forgotten people are kind,RBR,435,0.002576632607729898
4,Fanfiction,BialyLis,I'd forgotten people are kind,TO,4363,0.02584332889086332
5,Fanfiction,BialyLis,I'd forgotten people are kind,WRB,1035,0.006130608618391826
6,Fanfiction,BialyLis,I'd forgotten people are kind,RB,14371,0.08512364874870428
7,Fanfiction,BialyLis,I'd forgotten people are kind,``,3152,0.01867022064267733
8,Fanfiction,BialyLis,I'd forgotten people are kind,RBS,49,0.00029024137420405744
9,Fanfiction,BialyLis,I'd forgotten people are kind,CD,662,0.003921220198430327
10,Fanfiction,BialyLis,I'd forgotten people are kind,PRP$,3656,0.02165556049163335
11,Fanfiction,BialyLis,I'd forgotten people are kind,VBP,2343,0.013878276321634828
12,Fanfiction,BialyLis,I'd forgotten people are kind,NN,17154,0.10160817414482452
13,Fanfiction,BialyLis,I'd forgotten people are kind,POS,561,0.003322967569968903
14,Fanfiction,BialyLis,I'd forgotten people are kind,PRP,15552,0.09211905819635717
15,Fanfiction,BialyLis,I'd forgotten people are kind,EX,223,0.0013208944172960165
16,Fanfiction,BialyLis,I'd forgotten people are kind,),69,0.0004087072412261217
17,Fanfiction,BialyLis,I'd forgotten people are kind,WP,557,0.00329927439656449
18,Fanfiction,BialyLis,I'd forgotten people are kind,SYM,1,5.923293351103213e-06
19,Fanfiction,BialyLis,I'd forgotten people are kind,WDT,369,0.0021856952465570856
20,Fanfiction,BialyLis,I'd forgotten people are kind,CC,5474,0.03242410780393899
21,Fanfiction,BialyLis,I'd forgotten people are kind,VBZ,1234,0.007309343995261365
22,Fanfiction,BialyLis,I'd forgotten people are kind,:,870,0.005153265215459796
23,Fanfiction,BialyLis,I'd forgotten people are kind,VB,7948,0.04707833555456834
24,Fanfiction,BialyLis,I'd forgotten people are kind,RP,956,0.005662668443654672
25,Fanfiction,BialyLis,I'd forgotten people are kind,JJR,596,0.003530282837257515
26,Fanfiction,BialyLis,I'd forgotten people are kind,$,1,5.923293351103213e-06
27,Fanfiction,BialyLis,I'd forgotten people are kind,JJ,8054,0.04770620464978528
28,Fanfiction,BialyLis,I'd forgotten people are kind,VBN,2149,0.012729157411520805
29,Fanfiction,BialyLis,I'd forgotten people are kind,MD,2634,0.015601954686805863
30,Fanfiction,BialyLis,I'd forgotten people are kind,JJS,341,0.002019843032726196
31,Fanfiction,BialyLis,I'd forgotten people are kind,",",8917,0.05281800681178735
32,Fanfiction,BialyLis,I'd forgotten people are kind,IN,15099,0.08943580630830741
33,Fanfiction,BialyLis,I'd forgotten people are kind,WP$,7,4.1463053457722494e-05
34,Fanfiction,BialyLis,I'd forgotten people are kind,FW,13,7.700281356434177e-05
35,Fanfiction,BialyLis,I'd forgotten people are kind,VBG,3467,0.020536058048274842
36,Fanfiction,BialyLis,I'd forgotten people are kind,NNPS,5,2.9616466755516066e-05
37,Fanfiction,BialyLis,I'd forgotten people are kind,UH,216,0.001279431363838294
38,Fanfiction,BialyLis,I'd forgotten people are kind,DT,11676,0.06916037316748112
39,Fanfiction,BialyLis,I'd forgotten people are kind,VBD,12390,0.07338960462016882
40,Fanfiction,BialyLis,I'd forgotten people are kind,NNP,4468,0.026465274692729156
41,Fanfiction,BialyLis,I'd forgotten people are kind,PDT,158,0.0009358803494743077
42,Fanfiction,BialyLis,I'd forgotten people are kind,(,65,0.00038501406782170884
0,Fanfiction,karategal,An Unexpected Addition,NNS,4836,0.04247880890684703
1,Fanfiction,karategal,An Unexpected Addition,'',2963,0.02602661513461285
2,Fanfiction,karategal,An Unexpected Addition,.,6837,0.06005533839869999
3,Fanfiction,karategal,An Unexpected Addition,RBR,163,0.00143177126795204
4,Fanfiction,karategal,An Unexpected Addition,TO,2316,0.0203434494268523
5,Fanfiction,karategal,An Unexpected Addition,WRB,516,0.004532478369713207
6,Fanfiction,karategal,An Unexpected Addition,RB,6534,0.057393824937414906
7,Fanfiction,karategal,An Unexpected Addition,``,2943,0.025850937678422416
8,Fanfiction,karategal,An Unexpected Addition,RBS,44,0.0003864904036189556
9,Fanfiction,karategal,An Unexpected Addition,CD,441,0.0038736879089990776
10,Fanfiction,karategal,An Unexpected Addition,PRP$,2541,0.022319820808994684
11,Fanfiction,karategal,An Unexpected Addition,VBP,2028,0.017813694057710043
12,Fanfiction,karategal,An Unexpected Addition,NN,12218,0.10732135798673635
13,Fanfiction,karategal,An Unexpected Addition,POS,1130,0.009925776274759542
14,Fanfiction,karategal,An Unexpected Addition,PRP,6377,0.05601475690632
15,Fanfiction,karategal,An Unexpected Addition,EX,129,0.0011331195924283017
16,Fanfiction,karategal,An Unexpected Addition,),37,0.00032500329395230356
17,Fanfiction,karategal,An Unexpected Addition,WP,360,0.0031621942114278185
18,Fanfiction,karategal,An Unexpected Addition,WDT,306,0.0026878650797136456
19,Fanfiction,karategal,An Unexpected Addition,CC,3258,0.028617857613421758
20,Fanfiction,karategal,An Unexpected Addition,VBZ,1240,0.01089200228380693
21,Fanfiction,karategal,An Unexpected Addition,VB,3893,0.034195616847468045
22,Fanfiction,karategal,An Unexpected Addition,:,315,0.002766919934999341
23,Fanfiction,karategal,An Unexpected Addition,RP,648,0.005691949580570074
24,Fanfiction,karategal,An Unexpected Addition,JJR,380,0.003337871667618253
25,Fanfiction,karategal,An Unexpected Addition,JJ,6671,0.05859721551231938
26,Fanfiction,karategal,An Unexpected Addition,VBN,2071,0.01819140058851948
27,Fanfiction,karategal,An Unexpected Addition,MD,1546,0.013579867363520575
28,Fanfiction,karategal,An Unexpected Addition,JJS,260,0.002283806930475647
29,Fanfiction,karategal,An Unexpected Addition,",",5395,0.04738899380736967
30,Fanfiction,karategal,An Unexpected Addition,IN,11330,0.09952127893188106
31,Fanfiction,karategal,An Unexpected Addition,FW,16,0.00014054196495234749
32,Fanfiction,karategal,An Unexpected Addition,VBG,2320,0.020378584918090387
33,Fanfiction,karategal,An Unexpected Addition,NNPS,13,0.00011419034652378234
34,Fanfiction,karategal,An Unexpected Addition,UH,159,0.0013966357767139532
35,Fanfiction,karategal,An Unexpected Addition,DT,9785,0.08595019544117001
36,Fanfiction,karategal,An Unexpected Addition,VBD,5706,0.050120778251130926
37,Fanfiction,karategal,An Unexpected Addition,(,37,0.00032500329395230356
38,Fanfiction,karategal,An Unexpected Addition,NNP,6022,0.052896482058939785
39,Fanfiction,karategal,An Unexpected Addition,PDT,61,0.0005358162413808248
0,Fanfiction,mirrorkill,Fly a Little Faster,'',1172,0.028073873571753657
1,Fanfiction,mirrorkill,Fly a Little Faster,NNS,1308,0.031331592689295036
2,Fanfiction,mirrorkill,Fly a Little Faster,.,2991,0.07164586676886962
3,Fanfiction,mirrorkill,Fly a Little Faster,#,18,0.000431168706733418
4,Fanfiction,mirrorkill,Fly a Little Faster,RBR,45,0.001077921766833545
5,Fanfiction,mirrorkill,Fly a Little Faster,TO,856,0.020504467386878097
6,Fanfiction,mirrorkill,Fly a Little Faster,WRB,211,0.005054255395597288
7,Fanfiction,mirrorkill,Fly a Little Faster,``,1167,0.027954104486549933
8,Fanfiction,mirrorkill,Fly a Little Faster,RB,2541,0.06086664910053417
9,Fanfiction,mirrorkill,Fly a Little Faster,RBS,6,0.00014372290224447265
10,Fanfiction,mirrorkill,Fly a Little Faster,CD,159,0.0038086569094785256
11,Fanfiction,mirrorkill,Fly a Little Faster,VBP,749,0.017941408963518337
12,Fanfiction,mirrorkill,Fly a Little Faster,PRP$,914,0.021893788775241334
13,Fanfiction,mirrorkill,Fly a Little Faster,NN,4299,0.10297745945816465
14,Fanfiction,mirrorkill,Fly a Little Faster,POS,409,0.009797111169664885
15,Fanfiction,mirrorkill,Fly a Little Faster,PRP,3101,0.07428078664335162
16,Fanfiction,mirrorkill,Fly a Little Faster,EX,87,0.0020839820825448536
17,Fanfiction,mirrorkill,Fly a Little Faster,),23,0.0005509377919371451
18,Fanfiction,mirrorkill,Fly a Little Faster,WP,153,0.0036649340072340527
19,Fanfiction,mirrorkill,Fly a Little Faster,WDT,129,0.0030900423982561623
20,Fanfiction,mirrorkill,Fly a Little Faster,VBZ,2741,0.06565741250868326
21,Fanfiction,mirrorkill,Fly a Little Faster,CC,1153,0.027618751047979496
22,Fanfiction,mirrorkill,Fly a Little Faster,VB,1453,0.03480489616020313
23,Fanfiction,mirrorkill,Fly a Little Faster,:,173,0.004144010348048961
24,Fanfiction,mirrorkill,Fly a Little Faster,RP,313,0.007497544733753324
25,Fanfiction,mirrorkill,Fly a Little Faster,JJR,89,0.0021318897166263443
26,Fanfiction,mirrorkill,Fly a Little Faster,$,2,4.7907634081490887e-05
27,Fanfiction,mirrorkill,Fly a Little Faster,VBN,371,0.00888686612211656
28,Fanfiction,mirrorkill,Fly a Little Faster,JJ,1705,0.04084125805447098
29,Fanfiction,mirrorkill,Fly a Little Faster,MD,495,0.011857139435168994
30,Fanfiction,mirrorkill,Fly a Little Faster,JJS,69,0.0016528133758114355
31,Fanfiction,mirrorkill,Fly a Little Faster,",",2633,0.06307040026828276
32,Fanfiction,mirrorkill,Fly a Little Faster,IN,3312,0.07933504203894891
33,Fanfiction,mirrorkill,Fly a Little Faster,WP$,1,2.3953817040745443e-05
34,Fanfiction,mirrorkill,Fly a Little Faster,FW,6,0.00014372290224447265
35,Fanfiction,mirrorkill,Fly a Little Faster,VBG,914,0.021893788775241334
36,Fanfiction,mirrorkill,Fly a Little Faster,NNPS,21,0.0005030301578556543
37,Fanfiction,mirrorkill,Fly a Little Faster,UH,113,0.002706781325604235
38,Fanfiction,mirrorkill,Fly a Little Faster,DT,2659,0.06369319951134213
39,Fanfiction,mirrorkill,Fly a Little Faster,VBD,524,0.012551800129350612
40,Fanfiction,mirrorkill,Fly a Little Faster,NNP,2616,0.06266318537859007
41,Fanfiction,mirrorkill,Fly a Little Faster,(,23,0.0005509377919371451
42,Fanfiction,mirrorkill,Fly a Little Faster,PDT,23,0.0005509377919371451
0,Fanfiction,blacklipscurse (bealeciphers),Blue,NNS,5604,0.023184136821158628
1,Fanfiction,blacklipscurse (bealeciphers),Blue,'',5623,0.02326274113943165
2,Fanfiction,blacklipscurse (bealeciphers),Blue,.,14688,0.06076527509442861
3,Fanfiction,blacklipscurse (bealeciphers),Blue,RBR,306,0.0012659432311339293
4,Fanfiction,blacklipscurse (bealeciphers),Blue,WRB,1149,0.004753492720826421
5,Fanfiction,blacklipscurse (bealeciphers),Blue,TO,5672,0.02346545753918839
6,Fanfiction,blacklipscurse (bealeciphers),Blue,RB,14063,0.05817960673018447
7,Fanfiction,blacklipscurse (bealeciphers),Blue,``,5427,0.02245187554040469
8,Fanfiction,blacklipscurse (bealeciphers),Blue,RBS,24,9.928966518697486e-05
9,Fanfiction,blacklipscurse (bealeciphers),Blue,CD,966,0.003996409023775738
10,Fanfiction,blacklipscurse (bealeciphers),Blue,PRP$,7468,0.03089563415068034
11,Fanfiction,blacklipscurse (bealeciphers),Blue,VBP,2861,0.01183615550416396
12,Fanfiction,blacklipscurse (bealeciphers),Blue,NN,27296,0.11292544587265273
13,Fanfiction,blacklipscurse (bealeciphers),Blue,POS,2101,0.00869198277324309
14,Fanfiction,blacklipscurse (bealeciphers),Blue,PRP,17537,0.07255178576599908
15,Fanfiction,blacklipscurse (bealeciphers),Blue,EX,385,0.0015927717123743882
16,Fanfiction,blacklipscurse (bealeciphers),Blue,),1,4.137069382790619e-06
17,Fanfiction,blacklipscurse (bealeciphers),Blue,WP,1027,0.004248770256125966
18,Fanfiction,blacklipscurse (bealeciphers),Blue,SYM,3,1.2411208148371857e-05
19,Fanfiction,blacklipscurse (bealeciphers),Blue,WDT,582,0.00240777438078414
20,Fanfiction,blacklipscurse (bealeciphers),Blue,CC,5918,0.02448317660735488
21,Fanfiction,blacklipscurse (bealeciphers),Blue,VBZ,1675,0.0069295912161742865
22,Fanfiction,blacklipscurse (bealeciphers),Blue,:,1083,0.00448044614156224
23,Fanfiction,blacklipscurse (bealeciphers),Blue,VB,8120,0.03359300338825982
24,Fanfiction,blacklipscurse (bealeciphers),Blue,RP,1857,0.007682537843842179
25,Fanfiction,blacklipscurse (bealeciphers),Blue,JJR,532,0.002200920911644609
26,Fanfiction,blacklipscurse (bealeciphers),Blue,$,1,4.137069382790619e-06
27,Fanfiction,blacklipscurse (bealeciphers),Blue,JJ,9125,0.0377507581179644
28,Fanfiction,blacklipscurse (bealeciphers),Blue,VBN,3512,0.014529387672360653
29,Fanfiction,blacklipscurse (bealeciphers),Blue,MD,2802,0.011592068410579314
30,Fanfiction,blacklipscurse (bealeciphers),Blue,JJS,268,0.0011087345945878858
31,Fanfiction,blacklipscurse (bealeciphers),Blue,",",15877,0.06568425059056665
32,Fanfiction,blacklipscurse (bealeciphers),Blue,IN,21214,0.08776378988652019
33,Fanfiction,blacklipscurse (bealeciphers),Blue,WP$,6,2.4822416296743714e-05
34,Fanfiction,blacklipscurse (bealeciphers),Blue,FW,35,0.00014479742839767167
35,Fanfiction,blacklipscurse (bealeciphers),Blue,VBG,6834,0.02827273216199109
36,Fanfiction,blacklipscurse (bealeciphers),Blue,NNPS,10,4.1370693827906185e-05
37,Fanfiction,blacklipscurse (bealeciphers),Blue,UH,344,0.001423151867679973
38,Fanfiction,blacklipscurse (bealeciphers),Blue,DT,16833,0.06963928892051449
39,Fanfiction,blacklipscurse (bealeciphers),Blue,VBD,19571,0.0809665848905952
40,Fanfiction,blacklipscurse (bealeciphers),Blue,NNP,13187,0.05455553395085989
41,Fanfiction,blacklipscurse (bealeciphers),Blue,(,1,4.137069382790619e-06
42,Fanfiction,blacklipscurse (bealeciphers),Blue,PDT,129,0.0005336819503799898
0,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NNS,4687,0.035824842736048794
1,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,'',1911,0.014606629927157937
2,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,.,8641,0.06604703778156554
3,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,#,57,0.00043567655983673596
4,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RBR,130,0.0009936482943644854
5,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,TO,3541,0.027065450848804948
6,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WRB,889,0.006795025643769443
7,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RB,7607,0.058143712117158776
8,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,``,1921,0.01468306441133982
9,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RBS,33,0.0002522337978002155
10,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,CD,635,0.004853589745549602
11,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBP,2416,0.018466571378343052
12,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,PRP$,3043,0.02325901353654715
13,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,POS,596,0.0045554952572402566
14,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NN,12656,0.09673548318059176
15,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,PRP,9583,0.07324716619149896
16,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,EX,328,0.0025070510811657787
17,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,),287,0.0021936696960200563
18,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WP,791,0.006045967698786985
19,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WDT,266,0.0020331572792381012
20,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBZ,4651,0.035549678592994016
21,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,CC,4714,0.03603121584333988
22,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,:,176,0.0013452469216011496
23,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VB,5811,0.0444160787580925
24,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,RP,776,0.00593131597251416
25,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,JJR,315,0.00240768625172933
26,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,JJ,5319,0.040655502136343835
27,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBN,2311,0.017664009294433278
28,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,MD,1876,0.014339109232521345
29,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,JJS,140,0.001070082778546369
30,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,",",5562,0.042512860101963604
31,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,IN,11433,0.0873875457651474
32,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,WP$,1,7.64344841818835e-06
33,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,FW,15,0.00011465172627282524
34,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBG,3146,0.024046288723620548
35,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NNPS,73,0.0005579717345277496
36,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,UH,142,0.0010853696753827457
37,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,DT,9913,0.07576950416950111
38,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,VBD,5116,0.039103882107451596
39,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,NNP,8919,0.0681719164418219
40,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,(,285,0.0021783827991836797
41,Fanfiction,Ariel_Sojourner,Back From the Future: Episode VI The Clone Wars,PDT,119,0.0009095703617644136
